<S> <S>+BSTag
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
pek	pek <adv>
pek	pek <adv> <Dan_0> <n>
pek	pek <adv> <Dan_0> <n> <3s>
pek	pek <adv> <Dan_0> <n> <3p>
umurumda	umur <n> <p1s> <loc> <3s>
umurumda	umur <n> <p1s> <loc> <3p>
değil"	değil <not> <3p>
değil"	değ <v> <pass> <t_imp> <2s>
değil"	değ <v> <pass> <t_imp> <3p>
dedi.	de <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“O	<unk>
halde	hal <n> <loc>
halde	hal <n> <loc> <3s>
halde	hal <n> <loc> <3p>
hangi	hangi <n> <3s>
hangi	hangi <n> <3p>
hangi	hangi <prn> <qst>
hangi	hangi <prn> <qst> <3s>
hangi	hangi <prn> <qst> <3p>
yöne	yön <n> <dat> <3s>
yöne	yön <n> <dat> <3p>
giderseniz	gider <v> <t_cond> <2p>
giderseniz	git <v> <caus> <t_cond> <2p>
giderseniz	git <v> <t_aor> <cpl_sa> <2p>
gidin,	gidi <n> <p2s> <3s>
gidin,	gidi <n> <p2s> <3p>
gidin,	git <v> <t_imp> <2p>
fark	fark <n> <3s>
fark	fark <n> <3p>
etmez,”	<unk>
dedi	de <v> <t_past> <3p>
Kedi.	kedi <n> <3s>
Kedi.	kedi <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
açıklama	açıklama <n> <3s>
açıklama	açıklama <n> <3p>
açıklama	açık <adj> <D_lA> <v> <D_mA> <n>
açıklama	açık <adj> <D_lA> <v> <D_mA> <n> <3s>
açıklama	açık <adj> <D_lA> <v> <D_mA> <n> <3p>
açıklama	açık <adj> <D_lA> <v> <neg> <t_imp> <2s>
açıklama	açık <adj> <D_lA> <v> <neg> <t_imp> <3p>
açıklama	açık <adj> <D_lA> <v> <vn_ma>
açıklama	açık <adj> <D_lA> <v> <vn_ma> <3s>
açıklama	açık <adj> <D_lA> <v> <vn_ma> <3p>
açıklama	açık <adj> <D_lA> <v> <cv_ma>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <D_mA> <n>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <D_mA> <n> <3s>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <D_mA> <n> <3p>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <neg> <t_imp> <2s>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <neg> <t_imp> <3p>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <vn_ma>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <vn_ma> <3s>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <vn_ma> <3p>
açıklama	açık <adj> <Djn_0> <n> <D_lA> <v> <cv_ma>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <D_mA> <n>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <D_mA> <n> <3s>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <D_mA> <n> <3p>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <neg> <t_imp> <2s>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <neg> <t_imp> <3p>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <vn_ma>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <vn_ma> <3s>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <vn_ma> <3p>
açıklama	açık <adv> <Dan_0> <n> <D_lA> <v> <cv_ma>
açıklama	açık <n> <D_lA> <v> <D_mA> <n>
açıklama	açık <n> <D_lA> <v> <D_mA> <n> <3s>
açıklama	açık <n> <D_lA> <v> <D_mA> <n> <3p>
açıklama	açık <n> <D_lA> <v> <neg> <t_imp> <2s>
açıklama	açık <n> <D_lA> <v> <neg> <t_imp> <3p>
açıklama	açık <n> <D_lA> <v> <vn_ma>
açıklama	açık <n> <D_lA> <v> <vn_ma> <3s>
açıklama	açık <n> <D_lA> <v> <vn_ma> <3p>
açıklama	açık <n> <D_lA> <v> <cv_ma>
yaparak,	<unk>
"Bir	bir <adj> <Djn_0> <n>
"Bir	bir <adj> <Djn_0> <n> <3s>
"Bir	bir <adj> <Djn_0> <n> <3p>
"Bir	bir <num>
"Bir	bir <num> <Dmn_0> <n>
"Bir	bir <num> <Dmn_0> <n> <3s>
"Bir	bir <num> <Dmn_0> <n> <3p>
"Bir	bir <det>
yere	yer <n> <dat> <3s>
yere	yer <n> <dat> <3p>
yere	yer <v> <t_opt> <3s>
yere	yer <v> <t_opt> <3p>
vardığım	var <v> <vn_dik> <p1s>
vardığım	var <v> <vn_dik> <p1s> <3s>
vardığım	var <v> <vn_dik> <p1s> <3p>
vardığım	var <v> <part_dik> <1s>
vardığım	var <v> <part_dik> <p1s>
vardığım	var <v> <part_dik> <p1s> <3s>
vardığım	var <v> <part_dik> <p1s> <3p>
sürece,"	süreç <n> <dat> <3s>
sürece,"	süreç <n> <dat> <3p>
sürece,"	süre <n> <D_CA> <adj>
sürece,"	süre <n> <D_CA> <adj> <Djn_0> <n>
sürece,"	süre <n> <D_CA> <adj> <Djn_0> <n> <3s>
sürece,"	süre <n> <D_CA> <adj> <Djn_0> <n> <3p>
sürece,"	süre <n> <D_CA> <adv>
sürece,"	süre <n> <D_CA> <adv> <Dan_0> <n>
sürece,"	süre <n> <D_CA> <adv> <Dan_0> <n> <3s>
sürece,"	süre <n> <D_CA> <adv> <Dan_0> <n> <3p>
sürece,"	süre <n> <D_CA> <n>
sürece,"	süre <n> <D_CA> <n> <3s>
sürece,"	süre <n> <D_CA> <n> <3p>
dedi.	de <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Eh,	<unk>
bunu	bun <n> <p3s> <3s>
bunu	bun <n> <p3s> <3p>
bunu	bun <n> <acc>
bunu	bun <n> <acc> <3s>
bunu	bun <n> <acc> <3p>
bunu	bu <prn> <dem> <p3s>
bunu	bu <prn> <dem> <p3s> <3s>
bunu	bu <prn> <dem> <p3s> <3p>
bunu	bu <prn> <dem> <acc>
bunu	bu <prn> <dem> <acc> <3s>
bunu	bu <prn> <dem> <acc> <3p>
yapacağından	yap <v> <vn_acak> <p2s> <abl> <3s>
yapacağından	yap <v> <vn_acak> <p2s> <abl> <3p>
yapacağından	yap <v> <vn_acak> <p3s> <abl>
yapacağından	yap <v> <vn_acak> <p3s> <abl> <3s>
yapacağından	yap <v> <vn_acak> <p3s> <abl> <3p>
yapacağından	yap <v> <part_acak> <p2s> <abl>
yapacağından	yap <v> <part_acak> <p2s> <abl> <3s>
yapacağından	yap <v> <part_acak> <p2s> <abl> <3p>
yapacağından	yap <v> <part_acak> <p3s> <abl>
yapacağından	yap <v> <part_acak> <p3s> <abl> <3s>
yapacağından	yap <v> <part_acak> <p3s> <abl> <3p>
yapacağından	yap <v> <cv_acak> <p3s> <abl>
eminsin,”	<unk>
dedi	de <v> <t_past> <3p>
Kedi,	kedi <n> <3s>
Kedi,	kedi <n> <3p>
“eğer	<unk>
yeteri	yeter <adj> <Djn_0> <n> <p3s> <3s>
yeteri	yeter <adj> <Djn_0> <n> <p3s> <3p>
yeteri	yeter <adj> <Djn_0> <n> <acc>
yeteri	yeter <adj> <Djn_0> <n> <acc> <3s>
yeteri	yeter <adj> <Djn_0> <n> <acc> <3p>
kadar	<unk>
yürürsen.”	<unk>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
bunun	bun <n> <p2s> <3s>
bunun	bun <n> <p2s> <3p>
bunun	bun <n> <gen>
bunun	bun <n> <gen> <3s>
bunun	bun <n> <gen> <3p>
bunun	bu <prn> <dem> <p2s>
bunun	bu <prn> <dem> <p2s> <3s>
bunun	bu <prn> <dem> <p2s> <3p>
bunun	bu <prn> <dem> <gen>
bunun	bu <prn> <dem> <gen> <3s>
bunun	bu <prn> <dem> <gen> <3p>
inkar	inkar <n> <3s>
inkar	inkar <n> <3p>
edilemeyeceğini	et <v> <pass> <abil> <neg> <vn_acak> <p2s> <acc> <3s>
edilemeyeceğini	et <v> <pass> <abil> <neg> <vn_acak> <p2s> <acc> <3p>
edilemeyeceğini	et <v> <pass> <abil> <neg> <vn_acak> <p3s> <acc>
edilemeyeceğini	et <v> <pass> <abil> <neg> <vn_acak> <p3s> <acc> <3s>
edilemeyeceğini	et <v> <pass> <abil> <neg> <vn_acak> <p3s> <acc> <3p>
edilemeyeceğini	et <v> <pass> <abil> <neg> <part_acak> <p2s> <acc>
edilemeyeceğini	et <v> <pass> <abil> <neg> <part_acak> <p2s> <acc> <3s>
edilemeyeceğini	et <v> <pass> <abil> <neg> <part_acak> <p2s> <acc> <3p>
edilemeyeceğini	et <v> <pass> <abil> <neg> <part_acak> <p3s> <acc>
edilemeyeceğini	et <v> <pass> <abil> <neg> <part_acak> <p3s> <acc> <3s>
edilemeyeceğini	et <v> <pass> <abil> <neg> <part_acak> <p3s> <acc> <3p>
düşündü,	düşün <n> <cpl_di> <3p>
düşündü,	düşün <n> <3p> <cpl_di>
düşündü,	düşün <v> <t_past> <3s>
düşündü,	düşün <v> <t_past> <3p>
düşündü,	düş <n> <p2s> <cpl_di> <3s>
düşündü,	düş <n> <p2s> <cpl_di> <3p>
düşündü,	düş <n> <p2s> <3p> <cpl_di>
düşündü,	düş <n> <gen> <cpl_di> <3s>
düşündü,	düş <n> <gen> <cpl_di> <3p>
düşündü,	düş <n> <gen> <3p> <cpl_di>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
başka	başka <adj> <Djn_0> <n>
başka	başka <adj> <Djn_0> <n> <3s>
başka	başka <adj> <Djn_0> <n> <3p>
başka	başka <postp>
soru	soru <n> <3s>
soru	soru <n> <3p>
sordu.	sor <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Buralarda	<unk>
nasıl	nasıl <adv> <Dan_0> <n>
nasıl	nasıl <adv> <Dan_0> <n> <3s>
nasıl	nasıl <adv> <Dan_0> <n> <3p>
insanlar	insan <n> <D_lA> <v> <t_aor> <3p>
insanlar	insan <n> <3p>
insanlar	insan <n> <pl>
insanlar	insan <n> <pl> <3s>
insanlar	insan <n> <pl> <3p>
yaşar?”	<unk>
Kedi,	kedi <n> <3s>
Kedi,	kedi <n> <3p>
sağ	sağ <adj> <Djn_0> <n>
sağ	sağ <adj> <Djn_0> <n> <3s>
sağ	sağ <adj> <Djn_0> <n> <3p>
sağ	sağ <n>
sağ	sağ <n> <3s>
sağ	sağ <n> <3p>
sağ	sağ <v> <t_imp> <2s>
sağ	sağ <v> <t_imp> <3p>
pençesini	pençe <n> <p3s> <acc> <3s>
pençesini	pençe <n> <p3s> <acc> <3p>
sallayarak:	sal <n> <D_lA> <v> <cv_erek>
“Bu	<unk>
taraftan,”	<unk>
dedi,	de <v> <t_past> <3p>
“Şapkacı	<unk>
yaşar,	yaşar <v> <t_imp> <3p>
yaşar,	yaşa <v> <t_aor> <3s>
yaşar,	yaşa <v> <t_aor> <3p>
öbür	öbür <adj> <Djn_0> <n>
öbür	öbür <adj> <Djn_0> <n> <3s>
öbür	öbür <adj> <Djn_0> <n> <3p>
öbür	öbür <det>
pençe	pençe <n> <3s>
pençe	pençe <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
taraftan,”	<unk>
diyerek,	<unk>
“Mart	<unk>
Tavşanı	tavşan <n> <p3s> <3s>
Tavşanı	tavşan <n> <p3s> <3p>
Tavşanı	tavşan <n> <acc>
Tavşanı	tavşan <n> <acc> <3s>
Tavşanı	tavşan <n> <acc> <3p>
yaşar,	yaşar <v> <t_imp> <3p>
yaşar,	yaşa <v> <t_aor> <3s>
yaşar,	yaşa <v> <t_aor> <3p>
ikinizi	iki <num> <Dmn_0> <n> <p2p> <acc> <3s>
ikinizi	iki <num> <Dmn_0> <n> <p2p> <acc> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
ziyaret	ziyaret <n> <3s>
ziyaret	ziyaret <n> <3p>
edin:	edin <v> <t_imp> <3p>
edin:	et <v> <t_imp> <2p>
ikisi	iki <num> <Dmn_0> <n> <p3s> <3s>
ikisi	iki <num> <Dmn_0> <n> <p3s> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
delidir.”	<unk>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
"Ama	ama <cnjcoo>
"Ama	ama <cnjadv>
ben	ben <prn> <pers> <3s>
ben	ben <prn> <pers> <3p>
delilerin	deli <n> <pl> <p2s> <3s>
delilerin	deli <n> <pl> <p2s> <3p>
delilerin	deli <n> <pl> <gen>
delilerin	deli <n> <pl> <gen> <3s>
delilerin	deli <n> <pl> <gen> <3p>
arasına	ara <adj> <Djn_0> <n> <p3s> <dat> <3s>
arasına	ara <adj> <Djn_0> <n> <p3s> <dat> <3p>
arasına	ara <n> <p3s> <dat>
arasına	ara <n> <p3s> <dat> <3s>
arasına	ara <n> <p3s> <dat> <3p>
girmek	gir <v> <vn_mak> <3s>
girmek	gir <v> <vn_mak> <3p>
girmek	gir <v> <vinf>
girmek	gir <v> <cv_mak>
istemiyorum"	<unk>
dedi.	de <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Eh,	<unk>
başka	başka <adj> <Djn_0> <n>
başka	başka <adj> <Djn_0> <n> <3s>
başka	başka <adj> <Djn_0> <n> <3p>
başka	başka <postp>
çaren	çare <n> <p2s> <3s>
çaren	çare <n> <p2s> <3p>
yok,”	<unk>
dedi	de <v> <t_past> <3p>
Kedi,	kedi <n> <3s>
Kedi,	kedi <n> <3p>
“burada	<unk>
hepimiz	hep <adv> <Dan_0> <n> <p1p>
hepimiz	hep <adv> <Dan_0> <n> <p1p> <3s>
hepimiz	hep <adv> <Dan_0> <n> <p1p> <3p>
deliyiz.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Ben	ben <prn> <pers> <3s>
Ben	ben <prn> <pers> <3p>
deliyim,	<unk>
sen	sen <prn> <pers> <3s>
sen	sen <prn> <pers> <3p>
delisin.”	<unk>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
"Benim	ben <prn> <pers> <p1s>
"Benim	ben <prn> <pers> <p1s> <3s>
"Benim	ben <prn> <pers> <p1s> <3p>
deli	deli <n> <3s>
deli	deli <n> <3p>
olduğumu	ol <v> <vn_dik> <p1s> <acc> <3s>
olduğumu	ol <v> <vn_dik> <p1s> <acc> <3p>
olduğumu	ol <v> <part_dik> <p1s> <acc>
olduğumu	ol <v> <part_dik> <p1s> <acc> <3s>
olduğumu	ol <v> <part_dik> <p1s> <acc> <3p>
nereden	nere <prn> <qst> <abl> <3s>
nereden	nere <prn> <qst> <abl> <3p>
biliyorsun?"	bil <v> <t_cont> <2s>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sordu.	sor <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Öyle	<unk>
olmalısın,”	<unk>
dedi	de <v> <t_past> <3p>
Kedi,	kedi <n> <3s>
Kedi,	kedi <n> <3p>
“yoksa	<unk>
buraya	bura <prn> <locp> <dat> <3s>
buraya	bura <prn> <locp> <dat> <3p>
gelmezdin.”	<unk>
Alis,	<unk>
bunun	bun <n> <p2s> <3s>
bunun	bun <n> <p2s> <3p>
bunun	bun <n> <gen>
bunun	bun <n> <gen> <3s>
bunun	bun <n> <gen> <3p>
bunun	bu <prn> <dem> <p2s>
bunun	bu <prn> <dem> <p2s> <3s>
bunun	bu <prn> <dem> <p2s> <3p>
bunun	bu <prn> <dem> <gen>
bunun	bu <prn> <dem> <gen> <3s>
bunun	bu <prn> <dem> <gen> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
kanıt	kanıt <n> <3s>
kanıt	kanıt <n> <3p>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <cv_dik> <p3s> <acc>
düşündü;	düşün <n> <cpl_di> <3p>
düşündü;	düşün <n> <3p> <cpl_di>
düşündü;	düşün <v> <t_past> <3s>
düşündü;	düşün <v> <t_past> <3p>
düşündü;	düş <n> <p2s> <cpl_di> <3s>
düşündü;	düş <n> <p2s> <cpl_di> <3p>
düşündü;	düş <n> <p2s> <3p> <cpl_di>
düşündü;	düş <n> <gen> <cpl_di> <3s>
düşündü;	düş <n> <gen> <cpl_di> <3p>
düşündü;	düş <n> <gen> <3p> <cpl_di>
yine	yine <adv> <Dan_0> <n>
yine	yine <adv> <Dan_0> <n> <3s>
yine	yine <adv> <Dan_0> <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti:	et <n> <cpl_di> <3p>
etti:	et <n> <3p> <cpl_di>
etti:	et <v> <t_past> <3s>
etti:	et <v> <t_past> <3p>
“Peki	<unk>
senin	sen <prn> <pers> <p2s> <3s>
senin	sen <prn> <pers> <p2s> <3p>
senin	sen <prn> <pers> <gen>
senin	sen <prn> <pers> <gen> <3s>
senin	sen <prn> <pers> <gen> <3p>
deli	deli <n> <3s>
deli	deli <n> <3p>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
nereden	nere <prn> <qst> <abl> <3s>
nereden	nere <prn> <qst> <abl> <3p>
biliyorsun?”	<unk>
“Öncelikle,”	<unk>
dedi	de <v> <t_past> <3p>
Kedi,	kedi <n> <3s>
Kedi,	kedi <n> <3p>
“bir	<unk>
köpek	köpek <n> <3s>
köpek	köpek <n> <3p>
deli	deli <n> <3s>
deli	deli <n> <3p>
değildir.	değil <not> <3p> <dir>
değildir.	değil <not> <dir> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Bunu	bun <n> <p3s> <3s>
Bunu	bun <n> <p3s> <3p>
Bunu	bun <n> <acc>
Bunu	bun <n> <acc> <3s>
Bunu	bun <n> <acc> <3p>
Bunu	bu <prn> <dem> <p3s>
Bunu	bu <prn> <dem> <p3s> <3s>
Bunu	bu <prn> <dem> <p3s> <3p>
Bunu	bu <prn> <dem> <acc>
Bunu	bu <prn> <dem> <acc> <3s>
Bunu	bu <prn> <dem> <acc> <3p>
kabul	kabul <n> <3s>
kabul	kabul <n> <3p>
ediyor	et <v> <t_cont> <3p>
ediyor	et <v> <cv_iyor>
musun?”	<unk>
“Sanırım	<unk>
öyle,”	<unk>
dedi	de <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“O	<unk>
halde,”	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti	et <n> <cpl_di> <3p>
etti	et <n> <3p> <cpl_di>
etti	et <v> <t_past> <3s>
etti	et <v> <t_past> <3p>
Kedi,	kedi <n> <3s>
Kedi,	kedi <n> <3p>
“bir	<unk>
köpek	köpek <n> <3s>
köpek	köpek <n> <3p>
kızdığında	kız <v> <vn_dik> <p2s> <loc> <3s>
kızdığında	kız <v> <vn_dik> <p2s> <loc> <3p>
kızdığında	kız <v> <vn_dik> <p3s> <loc>
kızdığında	kız <v> <vn_dik> <p3s> <loc> <3s>
kızdığında	kız <v> <vn_dik> <p3s> <loc> <3p>
kızdığında	kız <v> <part_dik> <p2s> <loc>
kızdığında	kız <v> <part_dik> <p2s> <loc> <3s>
kızdığında	kız <v> <part_dik> <p2s> <loc> <3p>
kızdığında	kız <v> <part_dik> <p3s> <loc>
kızdığında	kız <v> <part_dik> <p3s> <loc> <3s>
kızdığında	kız <v> <part_dik> <p3s> <loc> <3p>
kızdığında	kız <v> <cv_dik> <p3s> <loc>
homurdanır,	homurdan <v> <t_aor> <3p>
sevindiğinde	sevin <v> <vn_dik> <p2s> <loc> <3s>
sevindiğinde	sevin <v> <vn_dik> <p2s> <loc> <3p>
sevindiğinde	sevin <v> <vn_dik> <p3s> <loc>
sevindiğinde	sevin <v> <vn_dik> <p3s> <loc> <3s>
sevindiğinde	sevin <v> <vn_dik> <p3s> <loc> <3p>
sevindiğinde	sevin <v> <part_dik> <p2s> <loc>
sevindiğinde	sevin <v> <part_dik> <p2s> <loc> <3s>
sevindiğinde	sevin <v> <part_dik> <p2s> <loc> <3p>
sevindiğinde	sevin <v> <part_dik> <p3s> <loc>
sevindiğinde	sevin <v> <part_dik> <p3s> <loc> <3s>
sevindiğinde	sevin <v> <part_dik> <p3s> <loc> <3p>
sevindiğinde	sevin <v> <cv_dik> <p3s> <loc>
sevindiğinde	sev <v> <ref> <vn_dik> <p2s> <loc>
sevindiğinde	sev <v> <ref> <vn_dik> <p2s> <loc> <3s>
sevindiğinde	sev <v> <ref> <vn_dik> <p2s> <loc> <3p>
sevindiğinde	sev <v> <ref> <vn_dik> <p3s> <loc>
sevindiğinde	sev <v> <ref> <vn_dik> <p3s> <loc> <3s>
sevindiğinde	sev <v> <ref> <vn_dik> <p3s> <loc> <3p>
sevindiğinde	sev <v> <ref> <part_dik> <p2s> <loc>
sevindiğinde	sev <v> <ref> <part_dik> <p2s> <loc> <3s>
sevindiğinde	sev <v> <ref> <part_dik> <p2s> <loc> <3p>
sevindiğinde	sev <v> <ref> <part_dik> <p3s> <loc>
sevindiğinde	sev <v> <ref> <part_dik> <p3s> <loc> <3s>
sevindiğinde	sev <v> <ref> <part_dik> <p3s> <loc> <3p>
sevindiğinde	sev <v> <ref> <cv_dik> <p3s> <loc>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
kuyruğunu	kuyruk <n> <p2s> <acc> <3s>
kuyruğunu	kuyruk <n> <p2s> <acc> <3p>
kuyruğunu	kuyruk <n> <p3s> <acc>
kuyruğunu	kuyruk <n> <p3s> <acc> <3s>
kuyruğunu	kuyruk <n> <p3s> <acc> <3p>
sallar.	salla <v> <t_aor> <3p>
sallar.	sal <n> <D_lA> <v> <t_aor> <3s>
sallar.	sal <n> <D_lA> <v> <t_aor> <3p>
sallar.	sal <n> <3p>
sallar.	sal <n> <pl>
sallar.	sal <n> <pl> <3s>
sallar.	sal <n> <pl> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Şimdi	şimdi <adv> <Dan_0> <n>
Şimdi	şimdi <adv> <Dan_0> <n> <3s>
Şimdi	şimdi <adv> <Dan_0> <n> <3p>
sevindiğim	sevin <v> <vn_dik> <p1s>
sevindiğim	sevin <v> <vn_dik> <p1s> <3s>
sevindiğim	sevin <v> <vn_dik> <p1s> <3p>
sevindiğim	sevin <v> <part_dik> <1s>
sevindiğim	sevin <v> <part_dik> <p1s>
