<S> <S>+BSTag
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
sevindiğim	sevin <v> <part_dik> <p1s> <3s>
sevindiğim	sevin <v> <part_dik> <p1s> <3p>
sevindiğim	sev <v> <ref> <vn_dik> <1s>
sevindiğim	sev <v> <ref> <vn_dik> <p1s>
sevindiğim	sev <v> <ref> <vn_dik> <p1s> <3s>
sevindiğim	sev <v> <ref> <vn_dik> <p1s> <3p>
sevindiğim	sev <v> <ref> <part_dik> <1s>
sevindiğim	sev <v> <ref> <part_dik> <p1s>
sevindiğim	sev <v> <ref> <part_dik> <p1s> <3s>
sevindiğim	sev <v> <ref> <part_dik> <p1s> <3p>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
hırlarım,	hır <n> <D_lA> <v> <t_aor> <1s>
hırlarım,	hır <n> <pl> <1s>
hırlarım,	hır <n> <pl> <p1s>
hırlarım,	hır <n> <pl> <p1s> <3s>
hırlarım,	hır <n> <pl> <p1s> <3p>
kızdığım	kız <v> <vn_dik> <p1s>
kızdığım	kız <v> <vn_dik> <p1s> <3s>
kızdığım	kız <v> <vn_dik> <p1s> <3p>
kızdığım	kız <v> <part_dik> <1s>
kızdığım	kız <v> <part_dik> <p1s>
kızdığım	kız <v> <part_dik> <p1s> <3s>
kızdığım	kız <v> <part_dik> <p1s> <3p>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
kuyruğumu	kuyruk <n> <p1s> <acc> <3s>
kuyruğumu	kuyruk <n> <p1s> <acc> <3p>
sallarım.	sal <n> <D_lA> <v> <t_aor> <1s>
sallarım.	sal <n> <pl> <1s>
sallarım.	sal <n> <pl> <p1s>
sallarım.	sal <n> <pl> <p1s> <3s>
sallarım.	sal <n> <pl> <p1s> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
yüzden	yüzde <n> <p2s> <3s>
yüzden	yüzde <n> <p2s> <3p>
yüzden	yüz <n> <abl>
yüzden	yüz <n> <abl> <3s>
yüzden	yüz <n> <abl> <3p>
yüzden	yüz <v> <cv_dan>
yüzden	yüz <num> <Dmn_0> <n> <abl>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3s>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3p>
deliyim.”	<unk>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
"Ben	ben <prn> <pers> <3s>
"Ben	ben <prn> <pers> <3p>
hırlamak	hırla <v> <vn_mak> <3s>
hırlamak	hırla <v> <vn_mak> <3p>
hırlamak	hırla <v> <vinf>
hırlamak	hırla <v> <cv_mak>
hırlamak	hır <n> <D_lA> <v> <vn_mak>
hırlamak	hır <n> <D_lA> <v> <vn_mak> <3s>
hırlamak	hır <n> <D_lA> <v> <vn_mak> <3p>
hırlamak	hır <n> <D_lA> <v> <vinf>
hırlamak	hır <n> <D_lA> <v> <cv_mak>
diyorum,	<unk>
hırlamak	hırla <v> <vn_mak> <3s>
hırlamak	hırla <v> <vn_mak> <3p>
hırlamak	hırla <v> <vinf>
hırlamak	hırla <v> <cv_mak>
hırlamak	hır <n> <D_lA> <v> <vn_mak>
hırlamak	hır <n> <D_lA> <v> <vn_mak> <3s>
hırlamak	hır <n> <D_lA> <v> <vn_mak> <3p>
hırlamak	hır <n> <D_lA> <v> <vinf>
hırlamak	hır <n> <D_lA> <v> <cv_mak>
değil,"	değil <not> <3p>
değil,"	değ <v> <pass> <t_imp> <2s>
değil,"	değ <v> <pass> <t_imp> <3p>
dedi	de <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Ne	<unk>
dersen	de <v> <t_aor> <cpl_sa> <2s>
de,”	<unk>
dedi	de <v> <t_past> <3p>
Kedi.	kedi <n> <3s>
Kedi.	kedi <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Bugün	<unk>
Kraliçe	kraliçe <n> <3s>
Kraliçe	kraliçe <n> <3p>
ile	ile <cnjcoo>
ile	il <n> <dat>
ile	il <n> <dat> <3s>
ile	il <n> <dat> <3p>
kroket	<unk>
oynar	oyna <v> <t_aor> <3p>
mısın?”	<unk>
“Çok	<unk>
isterdim,”	<unk>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
“ama	<unk>
henüz	henüz <adv> <Dan_0> <n>
henüz	henüz <adv> <Dan_0> <n> <3s>
henüz	henüz <adv> <Dan_0> <n> <3p>
henüz	henüz <n>
henüz	henüz <n> <3s>
henüz	henüz <n> <3p>
davet	davet <n> <3s>
davet	davet <n> <3p>
edilmedim.”	<unk>
“Orada	<unk>
beni	ben <prn> <pers> <p3s> <3s>
beni	ben <prn> <pers> <p3s> <3p>
beni	ben <prn> <pers> <acc>
beni	ben <prn> <pers> <acc> <3s>
beni	ben <prn> <pers> <acc> <3p>
göreceksin,”	<unk>
dedi	de <v> <t_past> <3p>
Kedi	kedi <n> <3s>
Kedi	kedi <n> <3p>
ve	ve <cnjadv>
ortadan	orta <adj> <Djn_0> <n> <abl> <3s>
ortadan	orta <adj> <Djn_0> <n> <abl> <3p>
ortadan	orta <n> <abl>
ortadan	orta <n> <abl> <3s>
ortadan	orta <n> <abl> <3p>
kayboldu.	kaybol <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
buna	buna <v> <t_imp> <3p>
buna	bun <n> <dat>
buna	bun <n> <dat> <3s>
buna	bun <n> <dat> <3p>
buna	bu <prn> <dem> <dat>
buna	bu <prn> <dem> <dat> <3s>
buna	bu <prn> <dem> <dat> <3p>
pek	pek <adj> <Djn_0> <n>
pek	pek <adj> <Djn_0> <n> <3s>
pek	pek <adj> <Djn_0> <n> <3p>
pek	pek <adv>
pek	pek <adv> <Dan_0> <n>
pek	pek <adv> <Dan_0> <n> <3s>
pek	pek <adv> <Dan_0> <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
şaşırmamıştı,	şaşır <v> <neg> <t_narr> <cpl_di> <3p>
şaşırmamıştı,	şaşır <v> <neg> <t_narr> <3p> <cpl_di>
şaşırmamıştı,	şaş <v> <caus> <neg> <t_narr> <cpl_di> <3s>
şaşırmamıştı,	şaş <v> <caus> <neg> <t_narr> <cpl_di> <3p>
şaşırmamıştı,	şaş <v> <caus> <neg> <t_narr> <3p> <cpl_di>
garip	garip <n> <3s>
garip	garip <n> <3p>
şeylerin	şey <n> <pl> <p2s> <3s>
şeylerin	şey <n> <pl> <p2s> <3p>
şeylerin	şey <n> <pl> <gen>
şeylerin	şey <n> <pl> <gen> <3s>
şeylerin	şey <n> <pl> <gen> <3p>
olmasına	ol <v> <D_mA> <n> <p3s> <dat> <3s>
olmasına	ol <v> <D_mA> <n> <p3s> <dat> <3p>
olmasına	ol <v> <vn_ma> <p3s> <dat>
olmasına	ol <v> <vn_ma> <p3s> <dat> <3s>
olmasına	ol <v> <vn_ma> <p3s> <dat> <3p>
olmasına	ol <v> <cv_ma> <p3s> <dat>
öyle	öyle <adj> <Djn_0> <n>
öyle	öyle <adj> <Djn_0> <n> <3s>
öyle	öyle <adj> <Djn_0> <n> <3p>
öyle	öyle <adv>
öyle	öyle <adv> <Dan_0> <n>
öyle	öyle <adv> <Dan_0> <n> <3s>
öyle	öyle <adv> <Dan_0> <n> <3p>
öyle	öyle <ij>
alışmıştı	alış <v> <t_narr> <cpl_di> <3p>
alışmıştı	alış <v> <t_narr> <3p> <cpl_di>
ki.	ki <cnjadv>
</S> </S>+ESTag
<S> <S>+BSTag
Alis,	<unk>
kedinin	kedi <n> <p2s> <gen> <3s>
kedinin	kedi <n> <p2s> <gen> <3p>
kedinin	kedi <n> <gen>
kedinin	kedi <n> <gen> <3s>
kedinin	kedi <n> <gen> <3p>
bulunduğu	bulun <v> <vn_dik> <p3s> <3s>
bulunduğu	bulun <v> <vn_dik> <p3s> <3p>
bulunduğu	bulun <v> <vn_dik> <acc>
bulunduğu	bulun <v> <vn_dik> <acc> <3s>
bulunduğu	bulun <v> <vn_dik> <acc> <3p>
bulunduğu	bulun <v> <part_dik> <p3s>
bulunduğu	bulun <v> <part_dik> <p3s> <3s>
bulunduğu	bulun <v> <part_dik> <p3s> <3p>
bulunduğu	bulun <v> <part_dik> <acc>
bulunduğu	bulun <v> <part_dik> <acc> <3s>
bulunduğu	bulun <v> <part_dik> <acc> <3p>
bulunduğu	bulun <v> <cv_dik> <p3s>
bulunduğu	bul <v> <pass> <vn_dik> <p3s>
bulunduğu	bul <v> <pass> <vn_dik> <p3s> <3s>
bulunduğu	bul <v> <pass> <vn_dik> <p3s> <3p>
bulunduğu	bul <v> <pass> <vn_dik> <acc>
bulunduğu	bul <v> <pass> <vn_dik> <acc> <3s>
bulunduğu	bul <v> <pass> <vn_dik> <acc> <3p>
bulunduğu	bul <v> <pass> <part_dik> <p3s>
bulunduğu	bul <v> <pass> <part_dik> <p3s> <3s>
bulunduğu	bul <v> <pass> <part_dik> <p3s> <3p>
bulunduğu	bul <v> <pass> <part_dik> <acc>
bulunduğu	bul <v> <pass> <part_dik> <acc> <3s>
bulunduğu	bul <v> <pass> <part_dik> <acc> <3p>
bulunduğu	bul <v> <pass> <cv_dik> <p3s>
yere	yer <n> <dat> <3s>
yere	yer <n> <dat> <3p>
yere	yer <v> <t_opt> <3s>
yere	yer <v> <t_opt> <3p>
bakarken,	bak <v> <t_aor> <3p> <cpl_ken>
kedi	kedi <n> <3s>
kedi	kedi <n> <3p>
birden	birden <adv> <Dan_0> <n>
birden	birden <adv> <Dan_0> <n> <3s>
birden	birden <adv> <Dan_0> <n> <3p>
birden	bir <adj> <Djn_0> <n> <abl>
birden	bir <adj> <Djn_0> <n> <abl> <3s>
birden	bir <adj> <Djn_0> <n> <abl> <3p>
birden	bir <num> <Dmn_0> <n> <abl>
birden	bir <num> <Dmn_0> <n> <abl> <3s>
birden	bir <num> <Dmn_0> <n> <abl> <3p>
ortaya	ortay <n> <dat> <3s>
ortaya	ortay <n> <dat> <3p>
ortaya	orta <adj> <Djn_0> <n> <dat>
ortaya	orta <adj> <Djn_0> <n> <dat> <3s>
ortaya	orta <adj> <Djn_0> <n> <dat> <3p>
ortaya	orta <n> <dat>
ortaya	orta <n> <dat> <3s>
ortaya	orta <n> <dat> <3p>
çıktı.	çıktı <n> <3s>
çıktı.	çıktı <n> <3p>
çıktı.	çık <v> <t_past> <3s>
çıktı.	çık <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Kedi,	kedi <n> <3s>
Kedi,	kedi <n> <3p>
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
arada	ara <adj> <Djn_0> <n> <loc> <3s>
arada	ara <adj> <Djn_0> <n> <loc> <3p>
arada	ara <n> <loc>
arada	ara <n> <loc> <3s>
arada	ara <n> <loc> <3p>
bebek	bebek <n> <3s>
bebek	bebek <n> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
oldu?"	ol <v> <t_past> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sordu.	sor <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
"Neredeyse	neredeyse <adv> <Dan_0> <n>
"Neredeyse	neredeyse <adv> <Dan_0> <n> <3s>
"Neredeyse	neredeyse <adv> <Dan_0> <n> <3p>
"Neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3s>
"Neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3p>
"Neredeyse	nere <prn> <qst> <loc> <3p> <cpl_sa>
sormayı	sor <v> <D_mA> <n> <acc> <3s>
sormayı	sor <v> <D_mA> <n> <acc> <3p>
sormayı	sor <v> <vn_ma> <acc>
sormayı	sor <v> <vn_ma> <acc> <3s>
sormayı	sor <v> <vn_ma> <acc> <3p>
sormayı	sor <v> <vn_mak> <acc>
sormayı	sor <v> <vn_mak> <acc> <3s>
sormayı	sor <v> <vn_mak> <acc> <3p>
sormayı	sor <v> <vinf> <p3s>
sormayı	sor <v> <vinf> <acc>
unutuyordum"	<unk>
dedi.	de <v> <t_past> <3p>
</S> </S>+ESTag
