<S> <S>+BSTag
"Bunu	bun <n> <p3s> <3s>
"Bunu	bun <n> <p3s> <3p>
şöyleydi:	şöyle <adv> <Dan_0> <n> <3p> <cpl_di>
"Dediler	<unk>
ki	ki <cnjadv>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
gitmişsin,	<unk>
Benden	bende <n> <p2s> <3s>
Benden	bende <n> <p2s> <3p>
Benden	ben <prn> <pers> <abl>
Benden	ben <prn> <pers> <abl> <3s>
Benden	ben <prn> <pers> <abl> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
söz	söz <n> <3s>
söz	söz <n> <3p>
etmişti	et <v> <t_narr> <cpl_di> <3p>
etmişti	et <v> <t_narr> <3p> <cpl_di>
ona:	ona <v> <t_imp> <3p>
ona:	on <n> <dat>
ona:	on <n> <dat> <3s>
ona:	on <n> <dat> <3p>
ona:	on <v> <t_opt> <3s>
ona:	on <v> <t_opt> <3p>
ona:	on <num> <Dmn_0> <n> <dat>
ona:	on <num> <Dmn_0> <n> <dat> <3s>
ona:	on <num> <Dmn_0> <n> <dat> <3p>
ona:	o <prn> <pers> <dat>
ona:	o <prn> <pers> <dat> <3s>
ona:	o <prn> <pers> <dat> <3p>
Bana	ban <n> <dat> <3s>
Bana	ban <n> <dat> <3p>
Bana	ban <v> <t_opt> <3s>
Bana	ban <v> <t_opt> <3p>
Bana	ben <prn> <pers> <dat>
Bana	ben <prn> <pers> <dat> <3s>
Bana	ben <prn> <pers> <dat> <3p>
iyi	iyi <adj> <Djn_0> <n>
iyi	iyi <adj> <Djn_0> <n> <3s>
iyi	iyi <adj> <Djn_0> <n> <3p>
iyi	iyi <adv>
iyi	iyi <adv> <Dan_0> <n>
iyi	iyi <adv> <Dan_0> <n> <3s>
iyi	iyi <adv> <Dan_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
karakter	karakter <n> <3s>
karakter	karakter <n> <3p>
verdi,	verdi <n> <3s>
verdi,	verdi <n> <3p>
verdi,	ver <v> <t_past> <3s>
verdi,	ver <v> <t_past> <3p>
Ama	ama <n> <3s>
Ama	ama <n> <3p>
Ama	ama <cnjcoo>
Ama	ama <cnjadv>
yüzmeyi	yüz <v> <D_mA> <n> <acc> <3s>
yüzmeyi	yüz <v> <D_mA> <n> <acc> <3p>
yüzmeyi	yüz <v> <vn_ma> <acc>
yüzmeyi	yüz <v> <vn_ma> <acc> <3s>
yüzmeyi	yüz <v> <vn_ma> <acc> <3p>
yüzmeyi	yüz <v> <vn_mak> <acc>
yüzmeyi	yüz <v> <vn_mak> <acc> <3s>
yüzmeyi	yüz <v> <vn_mak> <acc> <3p>
yüzmeyi	yüz <v> <vinf> <p3s>
yüzmeyi	yüz <v> <vinf> <acc>
beceremediğimi	becer <v> <abil> <neg> <vn_dik> <p1s> <acc> <3s>
beceremediğimi	becer <v> <abil> <neg> <vn_dik> <p1s> <acc> <3p>
beceremediğimi	becer <v> <abil> <neg> <part_dik> <p1s> <acc>
beceremediğimi	becer <v> <abil> <neg> <part_dik> <p1s> <acc> <3s>
beceremediğimi	becer <v> <abil> <neg> <part_dik> <p1s> <acc> <3p>
söyledi.	söyle <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Onlara	onlar <prn> <pers> <dat> <3s>
Onlara	onlar <prn> <pers> <dat> <3p>
Onlara	on <n> <pl> <dat>
Onlara	on <n> <pl> <dat> <3s>
Onlara	on <n> <pl> <dat> <3p>
Onlara	on <num> <Dmn_0> <n> <pl> <dat>
Onlara	on <num> <Dmn_0> <n> <pl> <dat> <3s>
Onlara	on <num> <Dmn_0> <n> <pl> <dat> <3p>
Onlara	o <prn> <pers> <pl> <dat>
Onlara	o <prn> <pers> <pl> <dat> <3s>
Onlara	o <prn> <pers> <pl> <dat> <3p>
benim	ben <prn> <pers> <p1s>
benim	ben <prn> <pers> <p1s> <3s>
benim	ben <prn> <pers> <p1s> <3p>
gitmediğim	git <v> <neg> <vn_dik> <p1s>
gitmediğim	git <v> <neg> <vn_dik> <p1s> <3s>
gitmediğim	git <v> <neg> <vn_dik> <p1s> <3p>
gitmediğim	git <v> <neg> <part_dik> <1s>
gitmediğim	git <v> <neg> <part_dik> <p1s>
gitmediğim	git <v> <neg> <part_dik> <p1s> <3s>
gitmediğim	git <v> <neg> <part_dik> <p1s> <3p>
haberini	haber <n> <p2s> <acc> <3s>
haberini	haber <n> <p2s> <acc> <3p>
haberini	haber <n> <p3s> <acc>
haberini	haber <n> <p3s> <acc> <3s>
haberini	haber <n> <p3s> <acc> <3p>
gönderdi.	gönder <n> <cpl_di> <3p>
gönderdi.	gönder <n> <3p> <cpl_di>
gönderdi.	gönder <v> <t_past> <3s>
gönderdi.	gönder <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
(Doğru	doğru <adj> <Djn_0> <n>
(Doğru	doğru <adj> <Djn_0> <n> <3s>
(Doğru	doğru <adj> <Djn_0> <n> <3p>
(Doğru	doğru <postp>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
biliyoruz):	bil <v> <t_cont> <1p>
Eğer	eğer <n> <3s>
Eğer	eğer <n> <3p>
Eğer	eğer <cnjsub>
Eğer	eğ <v> <t_aor> <3s>
Eğer	eğ <v> <t_aor> <3p>
meseleyi	mesele <n> <acc> <3s>
meseleyi	mesele <n> <acc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
kenara	kenar <adj> <Djn_0> <n> <dat> <3s>
kenara	kenar <adj> <Djn_0> <n> <dat> <3p>
kenara	kenar <n> <dat>
kenara	kenar <n> <dat> <3s>
kenara	kenar <n> <dat> <3p>
itse,	it <n> <cpl_sa> <3p>
itse,	it <n> <3p> <cpl_sa>
itse,	it <v> <t_cond> <3s>
itse,	it <v> <t_cond> <3p>
başına	baş <n> <p2s> <dat> <3s>
başına	baş <n> <p2s> <dat> <3p>
başına	baş <n> <p3s> <dat>
başına	baş <n> <p3s> <dat> <3s>
başına	baş <n> <p3s> <dat> <3p>
neler	ne <prn> <qst> <pl>
neler	ne <prn> <qst> <pl> <3s>
neler	ne <prn> <qst> <pl> <3p>
gelirdi?	gelir <n> <cpl_di> <3p>
gelirdi?	gelir <n> <3p> <cpl_di>
gelirdi?	gel <v> <t_aor> <cpl_di> <3s>
gelirdi?	gel <v> <t_aor> <cpl_di> <3p>
gelirdi?	gel <v> <t_aor> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
Ben	ben <prn> <pers> <3s>
Ben	ben <prn> <pers> <3p>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
verdim,	verdi <n> <p1s> <3s>
verdim,	verdi <n> <p1s> <3p>
verdim,	ver <v> <t_past> <1s>
onlar	onlar <prn> <pers> <3s>
onlar	onlar <prn> <pers> <3p>
onlar	on <n> <D_lA> <v> <t_aor> <3s>
onlar	on <n> <D_lA> <v> <t_aor> <3p>
onlar	on <n> <3p>
onlar	on <n> <pl>
onlar	on <n> <pl> <3s>
onlar	on <n> <pl> <3p>
onlar	on <num> <Dmn_0> <n> <D_lA> <v> <t_aor> <3s>
onlar	on <num> <Dmn_0> <n> <D_lA> <v> <t_aor> <3p>
onlar	on <num> <Dmn_0> <n> <3p>
onlar	on <num> <Dmn_0> <n> <pl>
onlar	on <num> <Dmn_0> <n> <pl> <3s>
onlar	on <num> <Dmn_0> <n> <pl> <3p>
onlar	o <prn> <pers> <3p>
onlar	o <prn> <pers> <pl>
onlar	o <prn> <pers> <pl> <3s>
onlar	o <prn> <pers> <pl> <3p>
da	<unk>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
iki,	iki <num> <Dmn_0> <n>
iki,	iki <num> <Dmn_0> <n> <3s>
iki,	iki <num> <Dmn_0> <n> <3p>
sen	sen <prn> <pers> <3s>
sen	sen <prn> <pers> <3p>
bize	biz <prn> <pers> <dat> <3s>
bize	biz <prn> <pers> <dat> <3p>
üç	üç <n> <3s>
üç	üç <n> <3p>
üç	üç <num>
üç	üç <num> <Dmn_0> <n>
üç	üç <num> <Dmn_0> <n> <3s>
üç	üç <num> <Dmn_0> <n> <3p>
ya	ya <cnjcoo>
ya	ya <cnjadv>
da	<unk>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
verdin;	verdi <n> <p2s> <3s>
verdin;	verdi <n> <p2s> <3p>
verdin;	ver <v> <t_past> <2s>
Daha	daha <adv> <Dan_0> <n>
Daha	daha <adv> <Dan_0> <n> <3s>
Daha	daha <adv> <Dan_0> <n> <3p>
Daha	daha <n>
Daha	daha <n> <3s>
Daha	daha <n> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
hepsi	hepsi <prn> <3s>
hepsi	hepsi <prn> <3p>
benim	ben <prn> <pers> <p1s>
benim	ben <prn> <pers> <p1s> <3s>
benim	ben <prn> <pers> <p1s> <3p>
olsa	ol <v> <t_cond> <3p>
da	<unk>
hepsi	hepsi <prn> <3s>
hepsi	hepsi <prn> <3p>
ondan	onda <n> <p2s> <3s>
ondan	onda <n> <p2s> <3p>
ondan	on <n> <abl>
ondan	on <n> <abl> <3s>
ondan	on <n> <abl> <3p>
ondan	on <v> <cv_dan>
ondan	on <num> <Dmn_0> <n> <abl>
ondan	on <num> <Dmn_0> <n> <abl> <3s>
ondan	on <num> <Dmn_0> <n> <abl> <3p>
ondan	o <prn> <pers> <abl>
ondan	o <prn> <pers> <abl> <3s>
ondan	o <prn> <pers> <abl> <3p>
sana	san <n> <dat> <3s>
sana	san <n> <dat> <3p>
sana	san <v> <t_opt> <3s>
sana	san <v> <t_opt> <3p>
sana	sen <prn> <pers> <dat>
sana	sen <prn> <pers> <dat> <3s>
sana	sen <prn> <pers> <dat> <3p>
döndüler.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Eğer	eğer <n> <3s>
Eğer	eğer <n> <3p>
Eğer	eğer <cnjsub>
Eğer	eğ <v> <t_aor> <3s>
Eğer	eğ <v> <t_aor> <3p>
ben	ben <prn> <pers> <3s>
ben	ben <prn> <pers> <3p>
ya	ya <cnjcoo>
ya	ya <cnjadv>
da	<unk>
kız	kız <adj> <Djn_0> <n>
kız	kız <adj> <Djn_0> <n> <3s>
kız	kız <adj> <Djn_0> <n> <3p>
kız	kız <n>
kız	kız <n> <3s>
kız	kız <n> <3p>
kız	kız <v> <t_imp> <2s>
kız	kız <v> <t_imp> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
işe	işe <v> <t_imp> <3p>
işe	iş <n> <dat>
işe	iş <n> <dat> <3s>
işe	iş <n> <dat> <3p>
karışırsak,	<unk>
onları	onlar <prn> <pers> <p3s> <3s>
onları	onlar <prn> <pers> <p3s> <3p>
onları	onlar <prn> <pers> <acc>
onları	onlar <prn> <pers> <acc> <3s>
onları	onlar <prn> <pers> <acc> <3p>
onları	on <n> <pl> <p3s>
onları	on <n> <pl> <p3s> <3s>
onları	on <n> <pl> <p3s> <3p>
onları	on <n> <pl> <acc>
onları	on <n> <pl> <acc> <3s>
onları	on <n> <pl> <acc> <3p>
onları	on <n> <p3p>
onları	on <n> <p3p> <3s>
onları	on <n> <p3p> <3p>
onları	on <num> <Dmn_0> <n> <pl> <p3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3p>
onları	on <num> <Dmn_0> <n> <pl> <acc>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3s>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3p>
onları	on <num> <Dmn_0> <n> <p3p>
onları	on <num> <Dmn_0> <n> <p3p> <3s>
onları	on <num> <Dmn_0> <n> <p3p> <3p>
onları	o <prn> <pers> <pl> <p3s>
onları	o <prn> <pers> <pl> <p3s> <3s>
onları	o <prn> <pers> <pl> <p3s> <3p>
onları	o <prn> <pers> <pl> <acc>
onları	o <prn> <pers> <pl> <acc> <3s>
onları	o <prn> <pers> <pl> <acc> <3p>
onları	o <prn> <pers> <p3p>
onları	o <prn> <pers> <p3p> <3s>
onları	o <prn> <pers> <p3p> <3p>
bizim	biz <prn> <pers> <p1s>
bizim	biz <prn> <pers> <p1s> <3s>
bizim	biz <prn> <pers> <p1s> <3p>
gibi	gibi <cnjsub>
özgür	özgür <n> <3s>
özgür	özgür <n> <3p>
bırakman	bırakma <adj> <Djn_0> <n> <p2s> <3s>
bırakman	bırakma <adj> <Djn_0> <n> <p2s> <3p>
bırakman	bırak <v> <D_mA> <n> <p2s>
bırakman	bırak <v> <D_mA> <n> <p2s> <3s>
bırakman	bırak <v> <D_mA> <n> <p2s> <3p>
bırakman	bırak <v> <vn_ma> <p2s>
bırakman	bırak <v> <vn_ma> <p2s> <3s>
bırakman	bırak <v> <vn_ma> <p2s> <3p>
konusunda	konu <n> <p3s> <loc> <3s>
konusunda	konu <n> <p3s> <loc> <3p>
sana	san <n> <dat> <3s>
sana	san <n> <dat> <3p>
sana	san <v> <t_opt> <3s>
sana	san <v> <t_opt> <3p>
sana	sen <prn> <pers> <dat>
sana	sen <prn> <pers> <dat> <3s>
sana	sen <prn> <pers> <dat> <3p>
güvenir.	güven <v> <t_aor> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Benim	ben <prn> <pers> <p1s>
Benim	ben <prn> <pers> <p1s> <3s>
Benim	ben <prn> <pers> <p1s> <3p>
düşünceme	düşünce <n> <p1s> <dat> <3s>
düşünceme	düşünce <n> <p1s> <dat> <3p>
düşünceme	düşün <n> <D_CA> <adj> <Djn_0> <n> <p1s> <dat>
düşünceme	düşün <n> <D_CA> <adj> <Djn_0> <n> <p1s> <dat> <3s>
düşünceme	düşün <n> <D_CA> <adj> <Djn_0> <n> <p1s> <dat> <3p>
düşünceme	düşün <n> <D_CA> <adv> <Dan_0> <n> <p1s> <dat>
düşünceme	düşün <n> <D_CA> <adv> <Dan_0> <n> <p1s> <dat> <3s>
düşünceme	düşün <n> <D_CA> <adv> <Dan_0> <n> <p1s> <dat> <3p>
düşünceme	düşün <n> <D_CA> <n> <p1s> <dat>
düşünceme	düşün <n> <D_CA> <n> <p1s> <dat> <3s>
düşünceme	düşün <n> <D_CA> <n> <p1s> <dat> <3p>
göre,	gör <v> <t_opt> <3s>
göre,	gör <v> <t_opt> <3p>
sen	sen <prn> <pers> <3s>
sen	sen <prn> <pers> <3p>
(Eşcinsel	<unk>
öfkelenmeden	öfkelen <v> <D_mA> <n> <abl> <3s>
öfkelenmeden	öfkelen <v> <D_mA> <n> <abl> <3p>
öfkelenmeden	öfkelen <v> <neg> <cv_dan>
öfkelenmeden	öfkelen <v> <vn_ma> <abl>
öfkelenmeden	öfkelen <v> <vn_ma> <abl> <3s>
öfkelenmeden	öfkelen <v> <vn_ma> <abl> <3p>
öfkelenmeden	öfke <n> <D_lAn> <v> <D_mA> <n> <abl>
öfkelenmeden	öfke <n> <D_lAn> <v> <D_mA> <n> <abl> <3s>
öfkelenmeden	öfke <n> <D_lAn> <v> <D_mA> <n> <abl> <3p>
öfkelenmeden	öfke <n> <D_lAn> <v> <neg> <cv_dan>
öfkelenmeden	öfke <n> <D_lAn> <v> <vn_ma> <abl>
öfkelenmeden	öfke <n> <D_lAn> <v> <vn_ma> <abl> <3s>
öfkelenmeden	öfke <n> <D_lAn> <v> <vn_ma> <abl> <3p>
önce)	önce <adv> <Dan_0> <n>
önce)	önce <adv> <Dan_0> <n> <3s>
önce)	önce <adv> <Dan_0> <n> <3p>
önce)	önce <postp>
önce)	ön <n> <D_CA> <adj>
önce)	ön <n> <D_CA> <adj> <Djn_0> <n>
önce)	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce)	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce)	ön <n> <D_CA> <adv>
önce)	ön <n> <D_CA> <adv> <Dan_0> <n>
önce)	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce)	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce)	ön <n> <D_CA> <n>
önce)	ön <n> <D_CA> <n> <3s>
önce)	ön <n> <D_CA> <n> <3p>
önce)	ön <n> <ca>
O'nun,	onun <n> <3s>
O'nun,	onun <n> <3p>
O'nun,	on <n> <p2s>
O'nun,	on <n> <p2s> <3s>
O'nun,	on <n> <p2s> <3p>
O'nun,	on <n> <gen>
O'nun,	on <n> <gen> <3s>
O'nun,	on <n> <gen> <3p>
O'nun,	on <v> <t_imp> <2p>
O'nun,	on <num> <Dmn_0> <n> <p2s>
O'nun,	on <num> <Dmn_0> <n> <p2s> <3s>
O'nun,	on <num> <Dmn_0> <n> <p2s> <3p>
O'nun,	on <num> <Dmn_0> <n> <gen>
O'nun,	on <num> <Dmn_0> <n> <gen> <3s>
O'nun,	on <num> <Dmn_0> <n> <gen> <3p>
O'nun,	o <prn> <pers> <p2s>
O'nun,	o <prn> <pers> <p2s> <3s>
O'nun,	o <prn> <pers> <p2s> <3p>
O'nun,	o <prn> <pers> <gen>
O'nun,	o <prn> <pers> <gen> <3s>
O'nun,	o <prn> <pers> <gen> <3p>
bizim	biz <prn> <pers> <p1s>
bizim	biz <prn> <pers> <p1s> <3s>
bizim	biz <prn> <pers> <p1s> <3p>
ve	ve <cnjadv>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
arasına	ara <adj> <Djn_0> <n> <p3s> <dat> <3s>
arasına	ara <adj> <Djn_0> <n> <p3s> <dat> <3p>
arasına	ara <n> <p3s> <dat>
arasına	ara <n> <p3s> <dat> <3s>
arasına	ara <n> <p3s> <dat> <3p>
girmiş	gir <v> <t_narr> <3p>
girmiş	gir <v> <cv_mis>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
engeldin.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Onu	on <n> <p3s> <3s>
Onu	on <n> <p3s> <3p>
Onu	on <n> <acc>
Onu	on <n> <acc> <3s>
Onu	on <n> <acc> <3p>
Onu	on <num> <Dmn_0> <n> <p3s>
Onu	on <num> <Dmn_0> <n> <p3s> <3s>
Onu	on <num> <Dmn_0> <n> <p3s> <3p>
Onu	on <num> <Dmn_0> <n> <acc>
Onu	on <num> <Dmn_0> <n> <acc> <3s>
Onu	on <num> <Dmn_0> <n> <acc> <3p>
Onu	o <prn> <pers> <p3s>
Onu	o <prn> <pers> <p3s> <3s>
Onu	o <prn> <pers> <p3s> <3p>
Onu	o <prn> <pers> <acc>
Onu	o <prn> <pers> <acc> <3s>
Onu	o <prn> <pers> <acc> <3p>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
sevdiğini	sev <v> <vn_dik> <p2s> <acc> <3s>
sevdiğini	sev <v> <vn_dik> <p2s> <acc> <3p>
sevdiğini	sev <v> <vn_dik> <p3s> <acc>
sevdiğini	sev <v> <vn_dik> <p3s> <acc> <3s>
sevdiğini	sev <v> <vn_dik> <p3s> <acc> <3p>
sevdiğini	sev <v> <part_dik> <p2s> <acc>
sevdiğini	sev <v> <part_dik> <p2s> <acc> <3s>
sevdiğini	sev <v> <part_dik> <p2s> <acc> <3p>
sevdiğini	sev <v> <part_dik> <p3s> <acc>
sevdiğini	sev <v> <part_dik> <p3s> <acc> <3s>
sevdiğini	sev <v> <part_dik> <p3s> <acc> <3p>
sevdiğini	sev <v> <cv_dik> <p3s> <acc>
bilmesin,	bil <v> <neg> <t_imp> <3s>
bilmesin,	bil <v> <vn_ma> <2s>
çünkü	çünkü <cnjadv>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sır	sır <n> <3s>
sır	sır <n> <3p>
olmalı,	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n>
olmalı,	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3s>
olmalı,	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3p>
olmalı,	ol <v> <D_mA> <n> <D_lI> <n>
olmalı,	ol <v> <D_mA> <n> <D_lI> <n> <3s>
olmalı,	ol <v> <D_mA> <n> <D_lI> <n> <3p>
olmalı,	ol <v> <t_obl> <3s>
olmalı,	ol <v> <t_obl> <3p>
Aramızda	ara <adj> <Djn_0> <n> <p1p> <loc> <3s>
Aramızda	ara <adj> <Djn_0> <n> <p1p> <loc> <3p>
Aramızda	ara <n> <p1p> <loc>
Aramızda	ara <n> <p1p> <loc> <3s>
Aramızda	ara <n> <p1p> <loc> <3p>
kalsın,	kal <v> <t_imp> <3s>
her	<unk>
şeyden	şey <n> <abl> <3s>
şeyden	şey <n> <abl> <3p>
uzak	uzak <adj> <Djn_0> <n>
uzak	uzak <adj> <Djn_0> <n> <3s>
uzak	uzak <adj> <Djn_0> <n> <3p>
dur.”	<unk>
Kral	kral <n> <3s>
Kral	kral <n> <3p>
ellerini	el <n> <pl> <p2s> <acc> <3s>
ellerini	el <n> <pl> <p2s> <acc> <3p>
ellerini	el <n> <pl> <p3s> <acc>
ellerini	el <n> <pl> <p3s> <acc> <3s>
ellerini	el <n> <pl> <p3s> <acc> <3p>
ellerini	el <n> <p3p> <acc>
ellerini	el <n> <p3p> <acc> <3s>
ellerini	el <n> <p3p> <acc> <3p>
ovuşturarak,	<unk>
"Bu,	bu <prn> <dem> <3s>
"Bu,	bu <prn> <dem> <3p>
"Bu,	bu <det>
şimdiye	şimdi <adv> <Dan_0> <n> <dat> <3s>
şimdiye	şimdi <adv> <Dan_0> <n> <dat> <3p>
kadar	<unk>
duyduğumuz	duy <v> <vn_dik> <p1p>
duyduğumuz	duy <v> <vn_dik> <p1p> <3s>
duyduğumuz	duy <v> <vn_dik> <p1p> <3p>
duyduğumuz	duy <v> <part_dik> <p1s> <1p>
duyduğumuz	duy <v> <part_dik> <p1p>
duyduğumuz	duy <v> <part_dik> <p1p> <3s>
duyduğumuz	duy <v> <part_dik> <p1p> <3p>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
